Origin_Port,Destination_Port,Transport_Mode,Product_Category,Distance_km,Weight_MT,Fuel_Price_Index,Geopolitical_Risk_Score,Weather_Condition,Carrier_Reliability_Score,Lead_Time_Days,Disruption_Occurred,Year,Month,Day,DayOfWeek
3,6,0,0,9250.0,483.04,3.0,1.0,3,0.869,1.24,0,2024,11,4,1
2,3,1,1,10189.09,66.19,3.01,4.3,4,0.847,26.54,0,2025,4,14,1
7,7,1,1,9482.61,186.55,1.38,3.4,1,0.631,11.37,1,2025,10,20,1
6,5,0,1,7220.66,13.89,2.52,1.2,4,0.962,0.95,1,2024,2,1,4
2,1,2,3,6006.89,111.67,2.09,3.0,2,0.59,32.76,1,2024,3,3,3
2,4,0,1,13018.34,390.46,4.5,8.9,1,0.952,1.49,1,2025,5,5,1
0,8,2,3,8026.69,101.39,2.22,3.0,2,0.656,44.71,1,2025,2,15,2
7,2,3,0,7448.14,40.95,4.12,7.1,3,0.565,17.43,1,2025,3,12,6
5,8,0,0,871.81,237.75,3.43,6.1,3,0.913,0.5,0,2025,12,3,6
4,5,0,3,5448.09,5.97,2.33,4.3,4,0.501,0.5,1,2024,4,20,2
2,3,1,0,6012.84,43.3,2.99,2.4,4,0.916,13.18,1,2025,5,17,2
2,3,3,1,6282.93,404.01,3.97,3.7,2,0.631,82.81,1,2025,12,30,5
1,0,3,3,8912.5,385.97,4.12,5.9,2,0.942,128.79,1,2025,3,30,3
1,2,3,3,8237.24,457.65,1.73,3.5,3,0.846,16.1,0,2024,3,16,2
7,7,1,1,9314.62,427.4,2.32,2.1,4,0.833,22.45,1,2024,3,23,2
5,5,2,1,11590.81,341.9,2.31,1.2,1,0.683,10.41,1,2024,11,25,1
1,3,3,2,12288.29,27.11,1.34,8.8,0,0.53,23.97,1,2025,9,14,3
5,7,3,1,10912.78,391.64,3.17,4.4,2,0.915,147.62,1,2024,5,31,0
1,4,1,0,14355.09,422.91,4.02,6.3,3,0.585,15.35,0,2024,3,8,0
2,3,3,4,764.37,399.74,2.46,4.9,0,0.686,1.59,1,2024,5,9,4
1,0,1,4,3338.78,254.73,3.64,8.7,4,0.8,9.78,1,2024,10,8,5
0,8,1,2,609.66,117.22,3.27,5.5,2,0.741,3.54,1,2025,10,1,6
7,7,0,1,9888.38,422.82,2.44,4.8,1,0.599,1.4,1,2025,10,10,0
3,1,3,3,13521.44,363.85,1.67,9.2,1,0.57,40.31,1,2025,8,22,0
2,3,2,2,4030.49,490.4,3.54,7.2,2,0.562,25.56,1,2025,7,15,5
7,5,1,3,13942.0,78.69,4.02,1.1,0,0.932,9.41,1,2025,12,30,5
4,8,0,1,1373.88,113.61,3.46,1.8,4,0.516,0.5,0,2024,11,28,4
2,5,2,4,14049.32,106.69,1.26,7.9,1,0.989,17.57,0,2025,1,25,2
2,0,2,2,5598.53,396.48,1.91,8.4,3,0.599,6.63,0,2025,9,3,6
6,3,2,1,1970.6,94.27,1.43,5.5,2,0.555,12.4,1,2025,6,27,0
5,4,1,1,7545.14,34.26,3.08,5.5,1,0.788,10.76,1,2024,10,28,1
3,2,2,3,4223.26,499.28,3.7,6.3,1,0.54,5.11,1,2025,4,9,6
7,5,3,3,4630.66,13.38,1.56,4.4,4,0.801,23.04,1,2025,6,1,3
2,6,1,1,4955.7,417.79,3.97,6.8,3,0.925,5.6,0,2025,9,11,4
0,4,0,3,12143.88,183.32,3.03,1.1,3,0.524,1.1,1,2025,3,16,3
5,2,1,1,8317.84,420.97,3.48,9.6,0,0.9,8.9,0,2024,4,11,4
0,8,2,4,5013.96,277.76,4.41,7.5,3,0.697,4.69,0,2025,12,19,0
5,4,0,2,9349.84,450.91,1.48,6.3,0,0.58,0.89,0,2024,4,27,2
6,1,0,4,10884.18,463.17,4.17,3.2,1,0.588,0.52,0,2025,11,1,2
3,7,1,4,4453.05,5.54,1.62,1.6,3,0.959,3.49,0,2025,10,28,5
2,8,3,4,6496.46,38.63,2.5,4.1,1,0.555,15.75,0,2025,7,18,0
7,2,1,4,2267.35,125.93,4.01,6.6,1,0.933,3.16,0,2024,8,8,4
3,7,3,1,3126.67,334.99,4.19,6.3,4,0.772,16.57,1,2025,3,16,3
0,5,1,1,10376.21,444.25,2.87,3.8,3,0.52,10.09,1,2025,4,7,1
6,5,0,1,3130.86,230.51,3.16,6.1,2,0.732,2.16,1,2024,8,21,6
1,5,0,0,8114.87,303.88,3.54,8.1,3,0.909,0.5,0,2025,2,27,4
4,6,0,1,10781.17,95.06,3.95,0.3,4,0.863,1.45,0,2024,12,13,0
2,3,3,1,2049.72,402.68,1.6,4.5,1,0.744,5.27,1,2025,4,9,6
1,8,0,3,8726.03,483.7,3.87,7.6,2,0.93,5.14,1,2025,2,12,6
3,7,0,0,4220.16,135.03,2.79,5.5,4,0.56,0.59,1,2025,3,1,2
4,8,1,2,14462.44,247.92,2.69,6.5,4,0.955,40.34,1,2024,4,7,3
3,1,0,1,7511.41,43.97,2.6,5.2,2,0.923,4.23,1,2024,11,16,2
5,4,2,3,12186.89,280.01,2.88,9.9,3,0.854,13.59,0,2025,3,13,4
6,2,2,1,8478.28,251.89,4.32,0.5,1,0.909,7.74,0,2024,11,16,2
2,0,3,2,1129.48,73.07,3.01,4.9,3,0.772,2.09,1,2025,11,12,6
7,1,2,1,9680.69,221.59,4.35,0.9,4,0.838,17.74,1,2024,9,18,6
4,3,3,4,14295.35,167.72,1.79,1.6,0,0.78,21.59,0,2025,1,18,2
6,4,2,2,9223.37,261.39,3.59,3.8,0,0.678,6.35,0,2024,6,5,6
1,8,0,4,12378.24,293.24,3.88,1.6,0,0.784,0.5,0,2025,12,4,4
7,5,2,2,13320.99,5.24,3.44,9.6,3,0.629,13.88,0,2025,4,30,6
1,8,3,1,3807.16,380.74,3.2,9.5,0,0.72,7.45,1,2024,3,9,2
5,4,2,1,3574.65,356.79,3.06,3.4,2,0.64,19.98,1,2024,4,3,6
4,0,2,2,9359.22,183.78,4.04,6.4,1,0.561,10.32,1,2024,3,28,4
2,8,3,3,6459.91,27.42,3.91,5.3,0,0.661,11.52,0,2024,4,5,0
1,5,2,0,12677.99,377.71,1.6,8.2,0,0.926,10.96,0,2025,3,18,5
3,8,0,4,13550.34,477.63,4.0,6.3,4,0.691,2.49,1,2024,4,8,1
2,0,0,1,5624.61,120.84,2.57,0.0,1,0.874,1.4,0,2025,1,16,4
5,0,1,4,3934.62,162.44,2.04,7.6,0,0.588,3.78,0,2024,5,13,1
6,6,0,0,11817.62,92.72,4.07,7.5,4,0.712,1.76,1,2025,7,23,6
5,0,0,1,4484.69,288.89,2.63,5.1,0,0.557,0.5,1,2024,3,2,2
4,0,1,4,12427.91,78.27,3.87,9.0,2,0.569,100.25,1,2025,8,23,2
7,6,1,0,6644.2,178.74,2.07,9.1,0,0.809,6.93,1,2025,7,29,5
1,7,0,2,10179.47,348.81,1.21,5.2,2,0.804,5.22,1,2025,7,29,5
0,1,0,4,1885.26,280.5,2.84,6.1,4,0.607,0.5,1,2024,12,3,5
6,5,3,0,9545.96,193.84,1.53,10.0,4,0.737,59.05,1,2025,11,17,1
7,2,1,0,7050.63,210.7,3.69,3.0,3,0.932,6.43,0,2024,5,5,3
3,2,3,1,9005.82,281.49,2.11,3.2,3,0.587,17.17,0,2025,2,24,1
7,4,1,1,2936.21,3.93,2.66,1.8,1,0.51,2.77,0,2024,12,28,2
6,2,2,1,11184.67,40.18,1.49,9.0,0,0.826,9.27,1,2025,11,12,6
2,0,3,3,13010.56,440.75,2.15,7.4,1,0.527,37.52,1,2025,3,9,3
1,8,0,2,3642.73,39.86,3.78,1.1,3,0.99,1.06,1,2024,2,22,4
7,4,2,0,1887.86,353.69,1.7,9.8,0,0.805,2.05,1,2024,10,21,1
6,4,1,3,842.76,460.1,3.34,7.3,3,0.735,1.61,1,2025,9,6,2
3,7,3,0,9808.59,136.07,4.23,8.5,3,0.715,23.79,1,2024,11,15,0
7,5,0,4,9302.86,185.88,3.44,0.5,4,0.787,1.91,0,2024,12,26,4
3,4,2,3,8427.11,284.89,3.88,5.0,1,0.545,9.26,0,2024,4,16,5
4,0,1,1,3863.23,440.97,1.56,7.0,3,0.965,4.41,0,2025,8,14,4
2,8,0,1,6168.14,471.01,2.03,5.4,1,0.813,0.5,0,2025,6,3,5
4,8,2,2,9119.91,370.04,4.15,6.7,2,0.592,57.79,1,2024,8,5,1
4,5,1,3,7703.12,44.22,3.56,8.2,3,0.781,9.08,1,2024,6,7,0
3,8,3,4,14822.89,334.91,3.31,3.7,0,0.567,24.8,1,2025,11,3,1
3,7,2,4,2478.38,205.74,3.39,8.5,0,0.509,2.31,1,2025,5,8,4
2,8,2,2,10579.6,235.88,2.57,1.6,0,0.815,6.73,1,2024,8,17,2
1,6,1,4,6362.62,25.53,1.35,2.7,0,0.824,5.04,0,2024,4,20,2
6,1,2,1,6708.89,96.34,3.79,0.4,0,0.792,4.3,0,2024,12,24,5
3,6,3,2,10905.17,395.47,3.44,3.6,2,0.592,143.58,1,2025,7,23,6
5,3,0,3,10540.32,227.53,2.76,3.8,0,0.802,0.5,1,2025,1,11,2
5,8,3,2,14873.21,151.53,4.17,8.1,2,0.528,231.26,1,2024,4,27,2
3,2,2,4,2361.72,192.63,2.31,6.5,2,0.805,15.47,1,2024,10,12,2
6,2,2,1,2009.59,427.35,2.17,4.4,2,0.777,11.63,1,2025,8,10,3
7,4,3,3,11002.91,374.75,4.08,6.5,3,0.828,24.11,0,2024,8,19,1
6,3,0,2,8886.61,136.89,3.83,0.5,0,0.948,0.5,0,2025,3,15,2
4,6,0,1,4475.33,59.63,2.9,1.8,2,0.925,1.9,1,2025,7,28,1
2,0,1,2,1651.58,126.75,1.63,6.3,1,0.99,2.54,1,2025,9,28,3
2,1,1,1,1742.04,460.46,1.91,6.4,2,0.988,12.23,1,2025,9,20,2
3,7,3,2,13465.77,291.21,3.37,7.7,0,0.886,25.95,1,2025,11,22,2
5,7,1,1,3282.08,267.21,2.47,4.0,0,0.978,2.86,0,2025,10,20,1
3,7,0,4,5188.89,298.6,3.96,7.2,4,0.934,1.3,1,2025,7,24,4
4,3,1,4,3786.52,183.65,4.33,6.8,2,0.864,28.34,1,2024,1,27,2
5,4,2,1,5647.45,403.75,3.86,9.6,0,0.538,5.24,1,2025,9,15,1
6,1,0,4,1506.65,262.12,2.45,2.2,3,0.525,0.5,0,2025,11,4,5
3,2,0,2,8026.37,59.26,3.8,5.5,2,0.919,3.8,1,2025,12,11,4
2,4,1,3,1480.38,65.4,2.36,6.0,3,0.745,2.83,1,2024,9,30,1
1,5,1,3,12105.17,268.89,1.75,10.0,4,0.907,37.66,1,2024,1,30,5
7,3,3,3,3888.83,468.35,1.31,2.0,4,0.656,17.74,0,2024,7,3,6
5,2,3,4,8330.17,154.87,2.47,5.2,0,0.699,14.94,0,2024,10,6,3
7,3,0,4,13261.15,434.9,4.18,3.5,4,0.85,3.23,0,2025,12,20,2
1,4,2,2,9937.72,382.28,1.99,5.3,2,0.958,59.49,1,2024,11,12,5
7,3,0,0,8227.89,124.66,1.88,2.3,2,0.544,3.33,1,2024,12,13,0
6,2,3,2,5202.84,19.13,4.4,0.5,3,0.931,8.26,0,2024,12,25,6
0,7,3,2,5328.53,51.82,1.28,5.7,2,0.897,76.95,1,2024,1,7,3
7,5,2,1,10207.56,364.52,3.79,3.4,0,0.658,6.58,1,2024,7,4,4
6,2,2,4,14915.02,100.64,2.26,1.8,2,0.678,77.47,1,2024,5,26,3
0,5,2,3,10096.67,186.26,1.32,3.2,3,0.523,7.89,0,2025,8,2,2
0,1,3,2,8587.86,251.35,4.23,0.5,0,0.508,11.5,0,2025,11,4,5
5,3,3,0,11094.43,363.01,1.66,9.5,4,0.739,68.05,1,2025,2,14,0
1,7,3,3,7245.48,57.5,3.02,5.8,3,0.548,15.12,0,2024,3,12,5
2,4,2,1,1372.06,203.78,2.1,8.1,1,0.597,1.38,0,2024,5,25,2
3,6,0,2,8653.3,243.05,1.42,4.2,1,0.923,1.82,1,2025,10,10,0
2,4,3,2,14385.57,270.87,1.36,9.0,1,0.786,43.72,1,2024,2,1,4
4,3,3,4,3041.89,409.36,1.58,4.8,0,0.817,5.71,0,2024,4,3,6
6,4,0,1,10505.07,86.67,1.44,5.7,3,0.594,1.26,0,2025,6,27,0
1,7,1,1,3413.54,404.11,3.71,4.9,1,0.914,4.38,0,2024,8,8,4
5,2,3,3,8269.5,346.75,2.8,7.3,1,0.934,23.32,1,2025,1,20,1
6,6,3,0,1901.81,278.38,2.33,5.7,3,0.762,4.19,1,2025,3,5,6
1,8,3,4,7030.38,350.06,2.58,2.7,2,0.956,88.81,1,2025,4,9,6
6,4,2,1,11464.37,206.6,4.27,1.5,0,0.922,7.04,0,2024,12,15,3
1,5,3,4,5539.79,70.06,4.21,6.1,2,0.866,80.27,1,2024,6,10,1
3,1,1,0,10141.22,333.22,3.56,4.9,0,0.867,8.41,0,2025,1,13,1
1,7,3,0,12034.02,262.81,4.12,1.0,3,0.553,20.93,0,2024,11,15,0
1,8,1,2,13944.08,320.05,2.25,4.0,3,0.635,13.75,1,2024,11,28,4
4,1,3,4,3902.31,169.66,2.46,5.1,1,0.533,9.59,0,2025,8,4,1
4,8,1,1,6290.08,453.53,3.23,8.3,2,0.504,48.22,1,2025,9,2,5
5,3,3,1,2710.03,294.1,3.26,0.8,0,0.579,3.44,0,2024,3,27,6
3,5,2,3,14891.01,43.62,2.79,3.5,4,0.94,32.13,1,2024,2,23,0
2,0,2,0,13941.51,225.45,2.52,8.2,2,0.62,93.54,1,2024,6,8,2
0,3,0,0,8329.38,378.42,4.45,6.5,4,0.985,2.11,1,2024,6,10,1
5,7,0,3,12709.48,397.27,3.91,2.9,1,0.799,0.5,1,2025,9,24,6
2,8,2,3,8053.89,247.8,2.64,8.5,4,0.619,19.96,1,2024,2,20,5
2,3,2,3,9541.99,447.48,3.6,4.9,1,0.749,9.94,0,2025,11,21,0
1,0,0,2,1792.3,134.57,2.09,5.0,0,0.61,0.5,0,2024,3,24,3
1,5,3,3,11451.42,205.89,1.53,9.8,4,0.992,72.22,1,2024,10,5,2
7,5,1,3,2351.85,449.4,2.36,9.5,3,0.924,3.12,0,2025,3,29,2
6,0,0,1,12477.98,448.23,2.53,3.6,0,0.513,1.61,1,2025,11,8,2
1,0,1,2,11839.41,343.17,1.25,1.4,0,0.974,8.67,0,2025,3,10,1
6,1,1,4,10776.8,429.63,3.89,3.3,0,0.861,9.38,0,2025,5,12,1
2,8,3,1,1024.33,45.3,2.39,0.3,4,0.541,5.37,1,2025,9,13,2
1,4,2,2,4895.36,432.63,3.12,0.2,2,0.835,23.5,1,2025,3,28,0
1,4,2,4,4315.13,160.99,1.44,4.0,3,0.823,3.42,0,2025,2,28,0
5,0,2,2,5721.98,89.99,1.78,9.4,3,0.609,5.35,0,2024,10,6,3
3,6,1,4,1770.82,120.45,4.14,8.7,0,0.879,1.61,0,2024,8,8,4
2,0,2,0,14085.89,209.57,3.21,5.1,2,0.544,84.27,1,2025,6,8,3
5,8,0,2,8530.13,126.34,4.34,5.7,1,0.745,1.87,1,2024,4,26,0
6,3,3,0,4930.1,160.96,4.5,0.1,1,0.505,9.65,0,2024,12,19,4
0,8,2,2,6256.23,68.35,2.43,2.2,3,0.984,4.98,0,2025,3,16,3
6,2,0,2,6984.44,148.79,2.19,0.2,2,0.876,2.04,1,2024,4,23,5
2,8,2,1,9208.62,286.57,4.03,7.5,1,0.579,11.11,1,2024,10,17,4
6,2,2,2,7977.35,221.49,4.5,1.5,2,0.671,40.91,1,2025,11,25,5
3,5,0,2,13831.18,174.01,3.28,8.7,2,0.58,8.52,1,2025,11,25,5
1,4,0,0,7705.97,373.48,3.82,6.4,4,0.883,1.89,1,2025,8,30,2
0,8,1,1,14886.29,446.86,3.78,2.3,3,0.529,14.03,0,2025,5,13,5
0,2,3,2,12845.66,378.64,2.37,1.6,0,0.92,19.54,1,2025,6,23,1
4,0,3,4,3523.4,166.67,3.1,6.3,2,0.971,51.46,1,2025,11,14,0
4,0,2,1,13993.63,372.48,3.95,9.0,2,0.838,96.13,1,2024,11,11,1
5,8,2,3,2187.31,76.84,3.47,7.2,0,0.606,0.84,1,2024,2,16,0
1,7,2,4,12353.02,66.03,1.27,3.5,4,0.68,25.63,1,2024,8,13,5
0,5,3,0,6019.04,173.47,2.31,5.9,3,0.739,12.91,1,2025,2,8,2
6,3,0,3,13230.63,404.04,1.68,3.1,1,0.802,1.82,0,2025,9,5,0
2,1,3,1,13086.82,123.93,1.97,10.0,2,0.834,218.0,1,2024,2,26,1
4,0,1,0,12185.92,32.56,4.19,7.5,3,0.777,13.86,1,2024,1,8,1
0,3,3,1,11955.44,66.72,1.32,6.1,1,0.676,32.75,0,2024,7,28,3
0,6,2,1,4917.85,429.51,1.93,4.2,1,0.945,5.19,1,2024,11,4,1
2,0,1,2,1673.33,317.26,2.22,6.2,4,0.541,4.97,1,2024,8,4,3
4,1,3,0,6343.21,127.35,3.24,3.4,0,0.733,11.3,1,2024,5,20,1
5,4,0,3,3016.11,278.09,2.96,0.3,0,0.888,1.25,0,2024,9,18,6
6,6,0,2,10576.79,264.26,1.92,4.0,1,0.53,1.04,0,2024,10,23,6
1,8,0,1,5518.45,328.06,1.74,9.3,1,0.853,0.8,1,2024,12,1,3
6,3,2,1,14646.35,117.36,1.98,6.3,1,0.91,17.96,1,2024,5,2,4
1,3,0,2,9794.1,432.34,2.86,0.8,1,0.83,0.72,1,2024,1,8,1
2,7,3,1,12425.97,155.37,2.09,8.8,0,0.506,25.23,0,2025,5,24,2
6,4,0,3,2421.61,347.37,4.33,2.7,2,0.59,0.58,1,2025,3,16,3
1,3,1,3,12999.21,9.05,2.73,2.4,1,0.671,15.04,1,2024,6,28,0
5,2,1,0,13879.98,186.96,1.39,3.0,1,0.617,17.18,1,2024,5,12,3
3,0,0,1,7562.4,176.5,3.61,5.8,1,0.981,0.5,1,2025,1,24,0
0,8,0,4,9290.67,272.2,2.29,5.4,3,0.826,0.67,0,2025,6,29,3
6,3,1,0,11589.74,37.3,3.36,4.9,2,0.648,79.42,1,2025,12,21,3
6,2,2,3,3035.16,395.28,2.12,7.2,2,0.965,20.64,1,2024,8,23,0
0,3,3,0,7787.21,109.67,3.08,3.2,3,0.87,15.66,1,2025,5,27,5
2,3,2,3,6280.61,338.84,3.75,7.8,1,0.642,7.89,1,2025,7,26,2
1,8,3,1,2622.42,401.8,4.26,1.8,3,0.689,5.01,0,2025,11,15,2
7,7,2,4,5829.25,281.38,2.06,7.8,1,0.6,7.44,1,2024,12,28,2
6,3,3,4,1488.5,370.7,2.31,6.6,2,0.986,22.72,1,2024,3,14,4
4,2,0,3,874.27,331.27,2.73,6.8,2,0.759,0.5,1,2025,2,10,1
5,3,0,4,2459.91,178.41,4.26,4.8,4,0.948,0.84,1,2024,2,13,5
7,6,3,3,14465.17,404.62,4.17,6.7,0,0.673,27.33,1,2025,3,22,2
5,1,3,0,8468.18,148.06,1.5,0.8,0,0.93,12.84,0,2024,1,20,2
5,1,0,4,14504.42,286.04,1.64,8.5,1,0.527,0.5,1,2025,4,15,5
1,8,3,0,6771.22,372.95,2.84,0.6,3,0.991,11.3,0,2024,3,20,6
3,1,2,4,5021.33,190.1,1.55,1.5,1,0.956,4.31,0,2024,11,16,2
0,8,3,1,7839.06,152.08,2.34,5.8,1,0.682,21.12,0,2025,8,12,5
1,5,0,3,6872.92,230.21,1.69,7.4,3,0.887,0.5,1,2025,3,15,2
4,8,2,1,2032.14,409.16,3.3,0.8,2,0.876,9.02,1,2025,8,10,3
4,2,0,1,9791.98,465.03,4.33,9.2,3,0.951,1.98,0,2025,2,18,5
2,1,1,0,3632.55,273.0,4.49,9.7,3,0.654,4.81,1,2025,12,27,2
3,4,0,1,9484.03,331.07,2.44,6.1,1,0.733,1.03,1,2025,10,17,0
3,0,2,2,9927.92,451.73,3.18,4.8,1,0.932,11.18,0,2025,3,3,1
0,8,2,4,2704.36,50.17,4.03,7.4,1,0.889,3.38,0,2024,10,23,6
2,7,1,1,1389.57,116.81,1.59,3.3,1,0.697,2.18,0,2024,4,27,2
6,3,2,1,11821.04,354.74,3.48,4.9,2,0.923,69.86,1,2025,2,18,5
7,2,3,0,7167.11,412.05,2.55,9.2,2,0.523,116.21,1,2024,1,22,1
0,7,0,3,1343.38,428.66,1.88,9.6,0,0.891,0.5,1,2024,11,28,4
5,1,0,1,14925.56,208.14,2.53,9.3,2,0.603,8.58,1,2024,6,24,1
3,6,2,3,1337.82,45.58,1.45,2.6,3,0.643,1.72,0,2025,9,24,6
7,3,3,1,10578.01,219.45,3.49,2.3,1,0.747,24.38,0,2025,4,16,6
2,3,1,0,14763.34,116.14,2.03,3.0,1,0.725,18.18,0,2025,12,7,3
7,3,1,1,3968.11,146.31,2.23,4.4,0,0.76,3.42,0,2025,1,5,3
7,1,1,2,2562.62,386.36,1.6,3.1,1,0.772,3.91,0,2024,3,31,3
2,6,3,2,2260.08,38.69,4.05,3.7,4,0.666,10.66,1,2025,3,23,3
6,4,0,0,4897.49,413.96,2.83,6.2,3,0.588,0.5,0,2024,4,18,4
3,6,1,4,1965.16,214.41,3.09,7.6,3,0.884,1.81,0,2024,9,6,0
7,6,3,2,10536.34,298.44,3.08,7.4,2,0.7,160.19,1,2025,3,22,2
4,8,0,0,1403.23,45.74,2.55,8.1,2,0.753,1.59,1,2025,8,26,5
0,4,2,2,7886.62,169.34,1.84,0.3,2,0.822,38.96,1,2025,2,14,0
0,7,1,3,14952.1,45.76,3.66,0.5,2,0.955,83.89,1,2025,6,20,0
2,8,3,3,12302.57,480.81,1.62,7.9,0,0.854,23.96,1,2024,3,21,4
0,6,3,4,9420.68,403.82,1.54,5.3,1,0.523,23.25,0,2025,2,9,3
0,1,2,0,4940.68,230.36,3.54,5.8,4,0.919,11.77,1,2024,11,13,6
0,2,1,3,9546.49,112.58,1.89,0.5,2,0.995,54.99,1,2024,12,13,0
0,8,1,0,8142.1,466.79,2.21,2.6,2,0.736,50.99,1,2024,8,14,6
4,5,3,4,6678.21,172.95,2.77,6.4,3,0.985,14.72,0,2024,12,7,2
5,8,0,1,2395.3,81.33,2.68,8.6,4,0.774,0.57,1,2024,6,21,0
1,3,2,1,13355.76,282.02,3.54,9.2,2,0.73,92.37,1,2024,3,19,5
5,3,0,1,7021.88,471.94,3.26,5.0,2,0.666,3.87,1,2025,6,6,0
4,8,1,0,3322.03,2.91,3.33,5.5,0,0.829,2.82,1,2025,10,10,0
0,2,3,1,5832.51,119.82,3.56,8.3,3,0.615,14.23,0,2024,4,26,0
2,8,2,1,6504.88,469.29,2.17,5.4,4,0.552,14.68,0,2025,6,27,0
0,4,2,0,12499.3,86.37,2.26,5.2,4,0.514,27.66,1,2025,6,6,0
5,2,3,2,11137.41,57.51,2.65,9.1,2,0.646,178.98,1,2024,7,17,6
3,7,0,2,11654.92,285.52,2.21,7.9,1,0.698,0.5,1,2024,12,23,1
5,7,2,0,659.95,431.06,4.45,9.1,1,0.776,1.51,1,2024,12,25,6
5,1,2,3,6534.23,239.08,3.89,2.2,1,0.646,6.24,0,2025,10,22,6
7,7,0,2,7479.49,497.29,1.74,5.2,3,0.992,0.76,0,2024,5,31,0
6,5,0,4,778.29,339.91,1.22,8.4,1,0.646,0.98,1,2024,8,29,4
7,4,3,4,4267.29,37.96,1.34,1.1,4,0.72,18.49,0,2024,4,15,1
5,4,3,2,11524.2,496.42,2.01,7.9,2,0.552,178.61,1,2024,5,29,6
1,2,0,1,2488.09,204.54,1.58,1.8,1,0.63,0.5,0,2024,9,19,4
0,2,3,0,8262.0,144.41,2.96,8.1,1,0.524,24.18,1,2024,7,21,3
5,0,2,2,3620.43,279.38,4.03,6.1,4,0.78,9.39,1,2024,6,26,6
6,5,0,3,675.75,152.85,3.63,1.9,0,0.876,0.82,0,2025,9,8,1
5,0,3,4,3997.42,44.14,1.91,4.7,2,0.598,55.24,1,2024,6,5,6
0,3,0,0,14650.17,1.71,2.52,6.8,3,0.684,1.95,0,2025,11,2,3
1,6,1,0,12122.29,225.34,2.88,6.3,2,0.508,88.6,1,2024,3,18,1
0,8,2,1,14413.86,418.59,3.87,4.3,4,0.92,31.39,1,2024,6,30,3
5,2,0,3,7573.88,286.59,3.97,9.0,2,0.89,4.42,1,2025,10,5,3
1,2,1,4,2091.17,499.6,4.2,5.2,0,0.532,1.18,0,2025,5,20,5
0,2,2,1,8445.41,144.14,2.88,5.1,4,0.682,19.5,1,2025,4,20,3
1,0,2,2,7088.47,140.95,3.49,0.6,0,0.978,4.62,0,2025,7,31,4
0,2,0,2,12743.18,80.71,1.57,9.2,0,0.696,0.98,1,2025,8,16,2
2,1,2,0,1922.2,82.87,3.07,1.8,4,0.763,3.74,1,2025,4,4,0
4,3,0,1,7579.5,143.31,2.02,5.3,0,0.678,0.5,1,2025,11,28,0
5,8,0,3,2675.71,396.63,2.62,8.0,1,0.798,0.5,1,2025,8,1,0
0,6,3,3,5207.8,452.97,3.29,2.2,0,0.989,8.18,0,2025,10,20,1
7,2,0,4,11191.68,487.57,2.05,5.3,1,0.999,0.84,0,2025,10,12,3
1,8,1,0,7402.26,116.91,1.37,2.4,4,0.887,17.17,0,2025,10,1,6
4,3,2,4,5950.38,440.77,1.23,7.6,1,0.702,7.28,1,2024,11,26,5
3,6,3,2,6219.91,164.8,1.27,5.6,2,0.747,88.27,1,2025,10,4,2
0,8,1,4,7161.98,57.31,1.23,8.6,2,0.678,56.33,1,2024,11,19,5
2,7,0,1,11882.74,435.14,1.56,8.9,3,0.993,0.5,0,2024,6,3,1
7,4,2,0,13435.23,318.42,1.99,6.5,2,0.854,84.66,1,2025,3,26,6
7,2,3,0,14352.35,83.2,1.93,7.3,0,0.724,27.47,1,2024,3,10,3
1,2,2,0,11910.1,215.49,4.46,5.5,3,0.506,10.02,1,2025,4,25,0
2,4,2,3,5073.4,144.34,2.21,3.8,2,0.76,28.79,1,2025,3,28,0
6,0,2,2,10477.95,368.66,1.62,6.5,4,0.992,24.91,1,2025,10,8,6
1,8,3,1,6845.25,227.25,3.0,9.1,1,0.762,20.24,0,2024,11,6,6
6,6,2,4,4192.72,494.65,4.03,4.2,4,0.591,9.76,1,2024,10,8,5
5,0,2,2,12692.64,28.32,3.44,3.1,0,0.511,8.55,0,2025,8,28,4
3,7,3,3,1057.18,178.15,2.18,3.9,2,0.677,13.98,1,2024,2,27,5
1,7,2,3,13575.55,241.47,3.05,4.4,2,0.959,78.64,1,2024,12,26,4
6,4,2,2,7191.42,252.06,3.56,0.7,1,0.998,5.77,0,2025,6,3,5
6,0,0,1,9739.42,158.65,3.6,5.0,0,0.973,1.14,0,2024,3,16,2
4,7,2,3,10060.63,364.89,3.4,4.9,0,0.865,6.99,1,2024,11,13,6
1,8,0,0,13479.21,437.5,4.07,5.9,4,0.779,2.61,1,2025,4,17,4
6,1,3,0,9731.71,469.42,4.07,3.6,2,0.795,128.04,1,2025,4,7,1
3,1,1,2,9402.04,402.74,3.11,6.1,1,0.769,13.53,0,2024,2,8,4
7,2,3,0,1466.45,425.44,2.62,8.8,0,0.854,2.39,0,2024,2,28,6
2,3,2,0,8016.92,275.72,3.32,9.6,0,0.709,6.83,1,2025,1,12,3
7,4,0,2,2677.45,413.12,3.9,5.8,4,0.835,1.23,1,2024,10,20,3
1,3,3,2,11192.79,152.45,1.22,0.4,0,0.561,16.11,0,2024,3,19,5
1,4,0,2,7927.22,199.84,4.47,9.7,0,0.633,0.95,1,2025,10,22,6
1,2,0,3,10363.3,159.14,1.8,7.1,2,0.918,5.32,1,2024,4,2,5
2,4,0,1,1104.26,234.23,2.75,3.4,3,0.952,0.5,1,2025,9,21,3
