Origin_Port,Destination_Port,Transport_Mode,Product_Category,Distance_km,Weight_MT,Fuel_Price_Index,Geopolitical_Risk_Score,Weather_Condition,Carrier_Reliability_Score,Lead_Time_Days,Disruption_Occurred,Year,Month,Day,DayOfWeek,Cost_Per_KM,Risk_LeadTime,Weight_Per_KM,Risk_Reliability,High_Risk
4,6,2,0,12091.53,7.63,3.38,6.1,3,0.849,11.4,0,2025,12,20,2,0.00027953451713720265,69.53999999999999,0.0006310202265552828,0.9211000000000001,0
2,7,1,1,10573.1,271.47,3.23,3.9,1,0.517,13.82,0,2025,4,9,6,0.00030549223974047344,53.898,0.02567553508431775,1.8837,0
6,4,3,3,4446.1,230.32,4.0,9.6,1,0.881,14.11,0,2024,3,13,6,0.0008996648748341242,135.456,0.05180270349294887,1.1423999999999999,1
0,2,2,1,9058.34,249.99,2.78,5.7,3,0.517,7.57,1,2025,12,4,4,0.00030689949814204364,43.149,0.027597771777168885,2.7531,0
4,8,2,4,5734.12,37.03,4.07,9.4,4,0.728,14.93,1,2024,8,27,5,0.0007097863316428677,140.342,0.00645783485521754,2.5568000000000004,1
1,8,0,0,1827.94,342.53,2.39,0.1,0,0.575,0.5,0,2024,9,27,0,0.0013074827401337024,0.05,0.18738580040920377,0.04250000000000001,0
5,3,0,0,13801.05,252.11,4.26,5.7,3,0.912,1.39,1,2025,10,2,4,0.00030867216624822023,7.923,0.018267450664985637,0.5015999999999998,0
3,8,1,2,2483.87,382.81,3.51,7.2,1,0.657,3.98,1,2025,8,26,5,0.001413117433682117,28.656,0.15411837173443055,2.4696,1
2,7,3,2,14278.44,243.16,2.05,7.5,3,0.727,32.71,1,2025,11,8,2,0.00014357310742630145,245.32500000000002,0.01702987161062413,2.0475000000000003,1
0,8,1,3,6967.08,75.54,3.06,9.0,4,0.714,20.95,1,2024,7,21,3,0.00043920839146385576,188.54999999999998,0.010842418918686165,2.5740000000000003,1
2,3,1,2,3184.43,324.48,2.96,0.0,4,0.886,6.68,1,2025,3,11,5,0.0009295227089306407,0.0,0.10189578668709943,0.0,0
6,5,2,4,8357.56,87.02,1.66,0.0,4,0.741,15.03,1,2024,4,27,2,0.00019862256448054217,0.0,0.010412129856082397,0.0,0
6,3,0,1,13157.71,436.32,3.15,4.7,3,0.894,0.7,1,2025,7,11,0,0.0002394033612231916,3.29,0.03316078557742951,0.4981999999999999,0
6,2,1,3,11117.26,306.95,2.24,0.3,3,0.537,8.79,0,2024,8,18,3,0.0002014884962661663,2.6369999999999996,0.0276102205039731,0.1389,0
7,0,2,3,12195.14,79.44,1.37,9.7,1,0.596,15.17,0,2025,10,25,2,0.00011233983373704609,147.149,0.006514070359175868,3.9188,1
5,3,0,2,10052.36,481.21,4.33,2.2,4,0.776,2.38,0,2024,6,1,2,0.0004307446211635874,5.236,0.04787035084298612,0.4928,0
5,5,2,0,10538.01,259.66,3.32,4.7,1,0.974,11.88,1,2024,9,29,3,0.00031504999520782384,55.836000000000006,0.02464032583001914,0.12220000000000011,0
7,6,3,0,12813.34,37.38,4.09,0.6,4,0.537,55.2,1,2024,5,25,2,0.00031919858522446137,33.12,0.0029172721554255178,0.2778,0
4,1,3,1,4120.19,313.79,3.43,5.2,1,0.522,11.46,0,2024,3,14,4,0.0008324858805055108,59.592000000000006,0.0761591091672957,2.4856,0
6,5,3,3,7596.66,127.35,2.38,3.8,2,0.578,99.82,1,2024,3,2,2,0.00031329557989958744,379.316,0.016763946260593472,1.6036000000000001,0
1,6,0,3,3707.54,402.04,2.89,0.4,1,0.821,0.5,0,2024,6,18,5,0.0007794926015633008,0.2,0.10843847942301364,0.07160000000000002,0
4,2,0,2,14821.19,409.09,3.43,3.4,1,0.699,1.54,0,2024,11,10,3,0.0002314254118596415,5.236,0.027601697299609543,1.0234,0
6,6,2,2,14188.86,489.49,4.37,3.9,4,0.913,30.44,1,2025,9,1,1,0.00030798809770481915,118.71600000000001,0.03449819083421783,0.3392999999999999,0
7,0,3,1,1071.69,251.43,2.04,9.9,2,0.536,16.94,1,2025,8,5,5,0.0019035355373288917,167.70600000000002,0.2346107549757859,4.5935999999999995,1
0,1,0,2,10730.84,228.02,4.09,2.1,1,0.598,1.11,0,2024,10,22,5,0.0003811444397642682,2.3310000000000004,0.021249035490231893,0.8442000000000001,0
1,7,2,4,13916.1,376.98,4.25,5.4,2,0.65,84.12,1,2025,3,25,5,0.0003054016570734617,454.24800000000005,0.027089486278483198,1.89,0
3,4,2,0,3118.34,67.1,3.41,9.9,4,0.813,7.91,1,2024,5,7,5,0.0010935305322703746,78.309,0.021517858860804144,1.8513000000000006,1
7,1,3,4,8735.21,273.91,4.27,7.9,2,0.843,135.33,1,2025,4,24,4,0.0004888262560373477,1069.1070000000002,0.03135700229301872,1.2403000000000002,1
2,1,3,1,13774.58,273.58,2.51,9.9,1,0.562,41.73,1,2025,12,6,2,0.0001822197119621796,413.127,0.01986122262892952,4.3362,1
4,3,2,3,992.22,45.65,4.34,9.7,3,0.972,0.76,1,2024,11,7,4,0.004374029953034609,7.372,0.046007941787103664,0.27160000000000023,1
6,2,0,0,10612.59,209.57,3.52,4.9,3,0.671,0.5,1,2025,12,17,6,0.0003316815216643628,2.45,0.01974730014068196,1.6120999999999999,0
7,1,0,0,4811.56,426.79,1.34,7.0,4,0.857,1.29,1,2025,2,16,3,0.0002784959555736601,9.030000000000001,0.08870096185021074,1.0010000000000001,1
4,5,0,0,13903.74,428.22,4.19,1.1,2,0.762,6.03,1,2024,10,5,2,0.00030135776416992843,6.633000000000001,0.03079890734435483,0.26180000000000003,0
1,7,0,4,14580.34,50.52,2.8,4.4,4,0.611,3.1,1,2025,5,27,5,0.00019203941746214422,13.640000000000002,0.003464939775066974,1.7116000000000002,0
6,3,1,4,14191.86,46.27,2.72,8.1,4,0.923,40.25,1,2025,7,6,3,0.00019165916236490497,326.025,0.0032603196480235856,0.6236999999999996,1
1,3,3,0,7376.11,132.09,3.07,5.1,0,0.909,12.41,0,2025,5,20,5,0.000416208543527686,63.291,0.017907813196929006,0.4640999999999998,0
7,7,3,1,12999.62,437.51,1.69,7.0,0,0.698,24.68,1,2025,3,24,1,0.00013000380011108016,172.76,0.03365559916366786,2.1140000000000003,1
2,5,1,2,12745.97,65.32,2.75,7.5,4,0.794,36.3,1,2024,3,23,2,0.0002157544698441939,272.25,0.005124757080080998,1.5449999999999997,1
0,4,3,1,5126.96,360.28,3.94,2.5,1,0.629,12.46,0,2025,9,4,4,0.0007684865885436983,31.150000000000002,0.07027166195952377,0.9275,0
2,4,2,3,12519.27,51.48,1.25,8.8,3,0.845,11.96,0,2024,2,10,2,9.984607728725397e-05,105.24800000000002,0.004112060846998267,1.3640000000000003,1
7,7,3,1,1036.61,311.95,2.1,4.6,4,0.655,5.68,1,2025,3,18,5,0.0020258342095870194,26.127999999999997,0.300932848419367,1.5869999999999997,0
3,7,1,1,9145.91,178.68,1.21,2.1,0,0.922,6.7,0,2024,11,26,5,0.00013229957434525379,14.07,0.01953660160661979,0.16379999999999992,0
7,1,2,4,3835.13,394.67,2.57,8.7,1,0.609,4.54,1,2025,9,10,6,0.0006701206999501972,39.498,0.10290915822931687,3.4017,1
6,8,0,1,2248.22,117.61,3.6,4.2,2,0.507,1.63,1,2024,9,13,0,0.001601266779941465,6.846,0.05231249610803214,2.0706,0
3,4,3,0,1615.82,319.96,3.84,7.5,3,0.634,4.28,1,2024,1,27,2,0.002376502333180676,32.1,0.19801710586575236,2.745,1
6,8,1,4,10596.19,118.61,4.32,5.5,2,0.596,75.52,1,2024,4,3,6,0.00040769370877645646,415.35999999999996,0.011193646018049883,2.222,0
4,5,0,4,5428.19,357.12,3.21,3.8,1,0.754,1.52,1,2024,8,22,4,0.0005913573401078445,5.776,0.06578988576302598,0.9348,0
6,1,3,1,11009.12,436.97,2.04,8.1,4,0.602,65.08,1,2025,11,21,0,0.00018530091415117647,527.1479999999999,0.03969163747874489,3.2238,1
6,0,3,3,1447.67,64.27,4.25,5.8,1,0.882,3.5,0,2025,8,12,5,0.0029357519324155366,20.3,0.04439547686972859,0.6843999999999999,0
4,5,1,2,5071.71,433.43,3.76,3.9,2,0.621,33.75,1,2025,8,24,3,0.0007413673100394147,131.625,0.08546032797616583,1.4781,0
0,1,0,4,8322.62,297.19,3.1,1.1,4,0.853,1.19,0,2024,1,22,1,0.0003724788588209001,1.309,0.03570870711386558,0.16170000000000004,0
4,7,3,2,11965.49,64.43,3.5,9.0,0,0.789,25.07,1,2025,11,19,6,0.00029250787055105974,225.63,0.005384652028458509,1.8989999999999996,1
4,2,2,0,5121.91,214.34,4.25,0.4,3,0.993,4.28,0,2024,10,2,6,0.0008297685824233538,1.7120000000000002,0.04184767010744039,0.0028000000000000026,0
4,5,1,4,9575.42,81.27,3.55,8.6,0,1.0,9.43,1,2025,8,13,6,0.00037074091789185225,81.098,0.008487356168188966,0.0,1
5,2,0,4,13346.68,350.47,2.42,3.6,1,0.935,1.67,0,2024,2,11,3,0.00018131850018131848,6.012,0.026258964776258966,0.23399999999999982,0
0,3,3,2,9430.02,379.68,3.55,6.4,3,0.88,20.12,0,2024,6,28,0,0.0003764573139823669,128.768,0.040262905062767626,0.768,0
6,1,2,0,3877.91,53.79,1.33,9.2,1,0.693,5.18,0,2025,4,26,2,0.00034296824836058603,47.65599999999999,0.013870873743846556,2.8244000000000002,1
2,6,0,2,853.81,253.56,2.48,1.5,1,0.877,0.5,0,2025,6,15,3,0.0029046274932362,0.75,0.29697473676813346,0.1845,0
1,7,2,4,13116.43,407.5,2.54,5.7,1,0.978,14.19,0,2025,10,29,6,0.00019365025391817744,80.883,0.0310679049101013,0.12540000000000012,0
0,6,1,2,808.41,468.15,1.75,7.6,3,0.512,1.32,0,2025,3,28,0,0.0021647431377642534,10.032,0.5790997142539058,3.7087999999999997,1
6,4,3,4,13183.17,257.25,1.28,7.6,2,0.769,202.42,1,2024,10,11,0,9.709349117093993e-05,1538.3919999999998,0.019513516096659606,1.7555999999999998,1
5,2,3,2,8169.59,475.19,1.64,5.3,3,0.609,17.42,0,2024,7,4,4,0.00020074446820464673,92.32600000000001,0.058165709662296394,2.0723,0
5,0,0,3,14116.48,268.31,3.36,6.2,4,0.779,2.8,1,2025,8,22,0,0.00023801967629324023,17.36,0.019006862900666457,1.3701999999999999,0
0,1,1,3,12082.36,197.7,3.85,7.6,0,0.733,10.94,0,2025,3,22,2,0.0003186463571686326,83.14399999999999,0.016362697353828223,2.0292,1
2,4,3,2,14970.04,424.25,4.46,8.4,2,0.788,235.7,1,2025,10,12,3,0.0002979283956489094,1979.8799999999999,0.028339937635437178,1.7807999999999997,1
5,0,2,2,5585.32,247.0,2.34,7.6,1,0.775,6.4,1,2025,5,18,3,0.00041895540452471835,48.64,0.044223070477609164,1.7099999999999997,1
1,4,1,1,11624.23,236.48,3.18,3.5,2,0.98,75.89,1,2024,4,3,6,0.0002735665072009071,265.615,0.02034371308895299,0.07000000000000006,0
2,7,1,1,6328.0,245.67,4.29,10.0,3,0.776,8.44,0,2025,4,26,2,0.0006779393173198483,84.39999999999999,0.03882269279393173,2.2399999999999998,1
2,3,2,4,7458.2,423.55,1.75,4.3,4,0.923,16.74,1,2024,12,22,3,0.00023464106620900486,71.98199999999999,0.05678984205304229,0.3310999999999998,0
2,0,0,4,9598.83,416.14,3.57,0.2,4,0.66,0.69,1,2025,2,22,2,0.0003719203277899494,0.13799999999999998,0.04335320033795786,0.06799999999999999,0
2,6,3,0,13168.32,202.36,3.69,3.6,3,0.719,25.58,1,2024,12,7,2,0.00028021797769191514,92.088,0.015367184272557169,1.0116,0
0,3,3,0,14769.21,167.32,1.49,1.3,0,0.735,21.46,1,2024,11,24,3,0.00010088555853698337,27.898000000000003,0.011328974264703393,0.34450000000000003,0
0,7,3,2,11639.96,246.47,4.04,1.2,3,0.639,19.31,0,2025,11,17,1,0.0003470802305162561,23.171999999999997,0.02117447138993605,0.4332,0
2,6,1,0,6557.62,286.81,3.88,2.8,2,0.69,41.84,1,2024,4,17,6,0.000591678078327198,117.152,0.04373690454768651,0.8680000000000001,0
4,1,0,1,6609.68,119.93,1.31,0.5,0,0.799,0.5,0,2024,6,13,4,0.0001981941637114051,0.25,0.018144600041151766,0.10049999999999998,0
4,7,0,4,11194.94,397.18,1.5,6.9,4,0.79,2.29,1,2024,12,3,5,0.00013398910579243836,15.801000000000002,0.03547852869242711,1.4489999999999998,0
0,7,0,3,3962.27,243.75,1.36,0.7,1,0.818,0.99,1,2025,2,25,5,0.00034323758855403595,0.693,0.06151776633091637,0.12740000000000004,0
3,4,0,2,2101.87,167.69,2.3,2.0,4,0.676,0.5,1,2025,12,11,4,0.0010942636794854105,1.0,0.0797813375708298,0.6479999999999999,0
2,8,3,4,5642.02,54.3,2.88,0.9,0,0.658,7.98,0,2025,5,22,4,0.0005104554751666955,7.182,0.009624212604705406,0.30779999999999996,0
1,5,0,1,4664.97,120.18,2.96,0.6,3,0.806,0.59,0,2024,10,22,5,0.0006345164063220127,0.354,0.025762223551276858,0.11639999999999996,0
1,6,0,4,4796.47,474.69,2.08,2.7,3,0.566,0.87,1,2025,11,9,3,0.00043365224842436206,2.349,0.0989665316368079,1.1718000000000002,0
0,3,0,1,3887.31,153.24,4.21,5.7,3,0.627,0.5,1,2025,2,14,0,0.0010830111310906514,2.85,0.03942057618250153,2.1261,0
7,5,0,4,1110.35,85.26,2.42,9.6,4,0.521,0.6,1,2025,7,17,4,0.002179492952672581,5.76,0.07678659882019184,4.5984,1
7,1,0,1,759.17,230.88,1.35,8.8,1,0.536,0.5,1,2024,2,7,6,0.0017782578342136809,4.4,0.3041216064912997,4.0832,1
3,1,1,2,14821.97,154.24,2.19,8.8,1,0.622,22.16,1,2025,4,10,4,0.00014775363868635546,195.008,0.010406174078074643,3.3264000000000005,1
7,2,2,0,6702.71,18.54,2.95,1.8,2,0.51,34.78,1,2024,3,31,3,0.00044012048857850036,62.604000000000006,0.0027660453756764053,0.882,0
5,3,3,4,6072.74,162.25,2.55,2.6,0,0.623,9.17,0,2024,11,18,1,0.00041990929959128824,23.842000000000002,0.0267177583759555,0.9802000000000001,0
3,7,2,4,10354.89,272.51,2.1,0.8,4,0.827,18.91,0,2024,9,15,3,0.00020280273378085138,15.128,0.02631703475362848,0.13840000000000005,0
7,7,0,3,3664.68,276.3,1.63,7.8,4,0.531,1.48,1,2024,11,27,6,0.00044478644792996934,11.544,0.07539539605095125,3.6582,1
3,2,0,1,14274.44,178.92,3.9,0.7,1,0.718,2.16,0,2024,4,28,3,0.00027321562176869983,1.512,0.012534292063296351,0.19740000000000002,0
4,0,3,2,11902.0,224.2,4.49,5.6,2,0.957,169.85,1,2025,2,17,1,0.0003772475214249706,951.1599999999999,0.01883717022349185,0.2408000000000002,0
4,5,3,0,1796.46,482.79,2.29,2.5,1,0.896,3.54,1,2025,6,10,5,0.0012747291896284916,8.85,0.2687451988911526,0.25999999999999995,0
2,6,0,1,6554.92,189.3,2.46,2.4,3,0.653,0.5,1,2024,1,2,5,0.000375290621395837,1.2,0.02887907098789917,0.8327999999999999,0
7,0,1,1,13247.22,129.86,3.24,9.9,4,0.962,40.67,1,2025,11,4,5,0.0002445796174593613,402.63300000000004,0.009802811457800204,0.37620000000000037,1
3,0,1,2,14198.61,122.49,3.57,7.6,0,0.665,13.66,0,2025,7,9,6,0.00025143306281389516,103.816,0.008626900802261629,2.546,1
5,2,2,4,7277.32,229.42,2.49,8.4,2,0.536,47.75,1,2025,4,18,0,0.0003421589266378283,401.1,0.03152534174668697,3.8975999999999997,1
6,8,0,4,9394.47,380.0,4.19,5.7,4,0.997,1.59,1,2025,2,27,4,0.0004460070658589575,9.063,0.040449328168592806,0.017100000000000014,0
7,1,3,3,2921.99,103.79,3.05,8.7,0,0.935,6.53,0,2024,2,25,3,0.0010438091848363616,56.811,0.035520313211201957,0.5654999999999994,1
1,3,0,2,14871.95,354.94,2.69,6.5,1,0.733,2.03,0,2024,7,11,4,0.0001808774236061848,13.194999999999999,0.02386640622110752,1.7355,0
2,5,2,4,3859.24,11.55,3.33,9.5,0,0.833,3.13,1,2025,6,14,2,0.0008628641908769603,29.735,0.002992817238627295,1.5865000000000005,1
5,7,2,3,14169.61,210.05,4.34,2.8,3,0.836,11.33,1,2025,1,5,3,0.000306289305069088,31.723999999999997,0.01482397892390828,0.45920000000000005,0
5,8,3,3,9919.88,388.16,3.82,6.0,3,0.597,21.74,0,2025,9,29,1,0.00038508530345125145,130.44,0.039129505598858055,2.418,0
3,0,0,0,9312.18,170.03,1.33,6.9,2,0.6,5.69,1,2025,5,25,3,0.0001428236997137083,39.261,0.01825888245287355,2.7600000000000002,0
2,0,1,3,7933.98,282.3,2.3,3.9,2,0.735,52.47,1,2025,10,2,4,0.0002898923365070242,204.63299999999998,0.03558113330257954,1.0335,0
4,5,3,0,3844.71,103.28,2.75,8.8,3,0.956,9.11,0,2025,3,28,0,0.0007152685117993295,80.168,0.026862884326776273,0.3872000000000004,1
4,3,0,4,3059.66,371.26,2.24,9.8,0,0.505,0.5,0,2024,2,22,4,0.0007321074890674128,4.9,0.12134027963891413,4.851,1
3,4,2,0,3697.05,27.09,3.51,4.9,4,0.891,7.57,1,2024,7,27,2,0.0009494056071732868,37.093,0.007327463788696392,0.5341,0
3,0,3,4,3203.35,426.42,3.93,3.9,1,0.529,7.87,1,2024,9,30,1,0.0012268406511932821,30.693,0.13311689325237644,1.8368999999999998,0
6,6,3,2,11803.97,99.9,3.61,4.7,2,0.739,161.96,1,2025,7,16,6,0.0003058293099694425,761.2120000000001,0.008463254311896762,1.2267000000000001,0
0,3,0,0,5576.82,437.32,4.46,8.5,3,0.819,0.5,1,2024,5,14,5,0.0007997389193124398,4.25,0.07841744937078837,1.5385000000000004,1
4,1,0,2,1338.72,176.91,2.1,6.5,3,0.843,0.5,1,2024,10,21,1,0.0015686626030835425,3.25,0.1321486195769093,1.0205000000000002,0
6,0,3,1,14551.99,361.62,4.09,0.4,3,0.529,25.04,0,2025,3,24,1,0.0002810612156825286,10.016,0.024850209490248413,0.1884,0
2,7,0,4,13314.9,160.29,3.73,5.4,1,0.709,1.67,1,2025,12,16,5,0.00028013728980315285,9.018,0.01203839307843093,1.5714000000000004,0
1,8,2,3,13952.41,453.05,2.4,0.2,3,0.792,9.67,0,2025,5,11,3,0.00017201329376071947,1.9340000000000002,0.03247109280762248,0.0416,0
5,4,3,1,14926.16,64.19,3.62,7.8,0,0.533,27.81,1,2024,5,4,2,0.00024252721396527977,216.91799999999998,0.004300503277467212,3.6426,1
1,7,2,3,3021.48,90.08,1.54,3.3,2,0.568,16.98,1,2024,1,30,5,0.0005096839959225281,56.034,0.02981320412513073,1.4256000000000002,0
6,4,0,4,6245.51,247.02,3.8,4.7,4,0.832,0.87,0,2025,10,7,5,0.0006084371012135117,4.089,0.03955161387941097,0.7896000000000002,0
3,7,0,4,11494.46,41.89,2.96,8.0,4,0.761,2.07,1,2025,9,15,1,0.0002575153595732205,16.56,0.0036443643285548,1.912,1
7,5,1,2,10592.3,98.79,2.16,0.5,0,0.581,6.9,0,2024,9,2,1,0.00020392171671874856,3.45,0.009326586293817208,0.20950000000000002,0
0,8,1,0,2731.49,471.94,3.36,1.6,1,0.768,2.93,0,2025,12,27,2,0.0012300978586778646,4.688000000000001,0.17277749506679507,0.3712,0
6,3,2,0,12329.58,488.27,3.32,4.0,1,0.956,13.99,1,2024,6,11,5,0.00026927113494539147,55.96,0.039601511162586235,0.17600000000000016,0
7,4,0,2,3754.39,188.75,1.89,2.3,1,0.508,0.5,0,2024,11,14,4,0.0005034106739044159,1.15,0.05027447867696217,1.1316,0
2,7,0,3,3745.36,461.72,1.3,3.4,1,0.821,0.5,1,2025,7,18,0,0.00034709614029091997,1.7,0.12327786915009506,0.6086000000000001,0
2,7,2,3,8286.13,272.87,2.63,10.0,0,0.537,7.72,1,2024,1,15,1,0.00031739786848625353,77.2,0.03293093398245019,4.63,1
0,3,2,1,9097.63,135.6,3.08,8.3,1,0.503,11.56,1,2025,7,19,2,0.0003385497101992497,95.94800000000001,0.014904980747733202,4.125100000000001,1
0,4,0,3,8911.25,351.5,4.09,8.8,3,0.575,0.5,1,2025,2,21,0,0.00045897040258100716,4.4,0.03944452237340441,3.7400000000000007,1
6,0,2,1,1826.56,329.79,4.26,9.4,1,0.711,2.73,1,2024,4,5,0,0.0023322529782761037,25.662,0.18055251401541697,2.7166000000000006,1
4,0,1,3,13223.18,494.57,2.95,3.4,3,0.901,13.96,0,2024,8,18,3,0.00022309308350941303,47.464,0.03740174451228827,0.3365999999999999,0
7,0,1,3,4351.2,133.26,3.69,3.0,3,0.641,2.86,1,2024,4,26,0,0.000848041919470491,8.58,0.030626034197462768,1.077,0
0,7,1,2,2377.97,336.36,2.65,2.3,2,0.813,14.14,1,2025,4,17,4,0.0011143958922946885,32.522,0.14144837823858167,0.4301000000000001,0
7,4,0,3,13386.85,26.96,3.66,8.3,1,0.706,0.5,1,2024,4,30,5,0.0002734026301930626,4.15,0.00201391664207786,2.4402000000000004,1
3,5,3,1,14356.95,57.71,1.88,6.8,3,0.617,32.02,0,2025,10,25,2,0.00013094703262183123,217.73600000000002,0.00401965598542866,2.6044,0
7,1,0,0,13000.85,2.96,2.42,2.4,0,0.757,1.25,1,2024,6,6,4,0.00018614167535199622,3.0,0.00022767742109169783,0.5831999999999999,0
2,4,2,0,12237.98,499.73,3.29,3.8,0,0.899,8.71,1,2025,5,25,3,0.00026883521626935164,33.098,0.040834353381848966,0.3837999999999999,0
5,5,1,1,10001.01,401.33,1.26,5.1,0,0.916,9.4,1,2024,10,25,0,0.00012598727528519618,47.94,0.040128946976355384,0.4283999999999998,0
2,4,2,3,8487.43,393.57,3.58,5.3,3,0.923,8.08,0,2025,6,5,4,0.00042180023870594515,42.824,0.04637092735963654,0.40809999999999974,0
4,2,2,3,1761.31,255.35,3.96,8.9,3,0.669,2.67,1,2025,12,23,5,0.002248326529685291,23.763,0.1449773180189745,2.9459,1
5,3,3,1,6422.57,150.73,2.52,3.8,0,0.897,11.2,0,2024,10,6,3,0.00039236629573519637,42.559999999999995,0.023468798315938948,0.3913999999999999,0
7,3,3,1,5903.98,76.48,2.68,9.1,0,0.606,11.72,0,2025,3,1,2,0.0004539310770022934,106.652,0.01295397342131918,3.5854,1
0,8,0,1,4266.43,143.05,4.01,4.4,2,0.869,2.2,1,2025,5,9,0,0.0009398958848498627,9.680000000000001,0.03352920357301069,0.5764,0
1,7,3,1,10989.59,188.61,3.76,7.5,4,0.974,62.44,1,2025,4,28,1,0.0003421419725394669,468.29999999999995,0.017162605702305548,0.19500000000000017,1
6,6,0,4,7690.2,378.4,2.15,9.3,2,0.507,4.58,1,2024,9,6,0,0.0002795766039894931,42.594,0.049205482302150785,4.5849,1
4,1,3,4,1675.17,270.29,2.27,9.1,4,0.72,10.18,1,2025,4,12,2,0.001355086349445131,92.63799999999999,0.1613507882782046,2.548,1
0,3,2,2,3692.66,39.66,3.44,0.6,3,0.824,2.67,0,2025,7,18,0,0.00093157777862029,1.6019999999999999,0.010740225203511831,0.10560000000000003,0
3,4,2,3,10407.25,10.0,3.06,2.1,1,0.851,10.92,0,2024,5,28,5,0.0002940257993225876,22.932000000000002,0.0009608686252372145,0.31290000000000007,0
0,6,0,0,1603.9,52.06,1.74,4.8,4,0.588,0.5,1,2025,1,27,1,0.0010848556643182244,2.4,0.032458382692187794,1.9776,0
5,2,3,2,12842.5,205.84,2.22,4.3,2,0.986,173.02,1,2024,7,14,3,0.0001728635390305626,743.986,0.0160280319252482,0.06020000000000005,0
5,7,0,2,7679.62,466.66,4.17,6.4,3,0.808,0.5,1,2025,9,5,0,0.0005429956169706314,3.2,0.06076602748573497,1.2287999999999997,0
2,6,0,3,7468.51,319.06,3.47,9.4,3,0.582,1.01,1,2025,6,4,6,0.0004646174404265376,9.494,0.0427207033263663,3.9292000000000007,1
6,6,0,4,9089.91,401.11,4.45,1.1,3,0.51,0.5,1,2024,5,19,3,0.0004895538019628358,0.55,0.04412694955175574,0.539,0
1,2,0,1,12457.87,233.72,3.73,4.5,1,0.892,1.09,1,2024,3,12,5,0.00029940912852678665,4.905,0.018760831506509538,0.48599999999999993,0
7,1,3,4,5543.23,181.47,4.31,1.9,1,0.54,13.32,0,2024,10,9,6,0.0007775250170027222,25.308,0.03273723082029791,0.8739999999999999,0
0,6,3,1,10331.23,55.09,1.91,8.9,2,0.571,166.26,1,2025,2,28,0,0.0001848763409584338,1479.714,0.005332375719057654,3.8181000000000007,1
3,8,0,1,8703.11,438.09,3.75,9.6,1,0.787,0.97,1,2024,12,14,2,0.0004308804553774455,9.312,0.05033717831901469,2.0447999999999995,1
6,1,3,4,4371.91,391.8,1.27,4.8,0,0.802,7.51,1,2025,6,3,5,0.00029049088384710577,36.047999999999995,0.08961758133172916,0.9503999999999997,0
0,5,1,4,13240.13,84.89,3.41,1.0,2,0.843,76.87,1,2024,9,30,1,0.0002575503412730842,76.87,0.006411568466472762,0.15700000000000003,0
0,2,3,4,12062.68,256.62,2.75,7.9,3,0.697,27.57,1,2024,1,3,6,0.00022797587269164066,217.80300000000003,0.021273879436410483,2.3937000000000004,1
5,8,1,4,10047.55,244.2,2.34,7.0,2,0.887,75.18,1,2024,10,16,6,0.00023289259570741128,526.26,0.024304432423824716,0.7909999999999999,1
5,5,1,1,12833.44,312.92,4.05,3.5,2,0.987,84.08,1,2024,11,1,0,0.0003155817925669189,294.28,0.024383173958034635,0.04550000000000004,0
1,3,1,1,13075.77,473.15,4.02,8.9,1,0.636,20.14,1,2025,8,24,3,0.00030743887358067627,179.246,0.03618524951111866,3.2396000000000003,1
4,7,0,0,10771.26,290.31,1.27,9.8,1,0.852,1.3,1,2025,8,16,2,0.00011790635450263015,12.740000000000002,0.026952278563510675,1.4504000000000004,1
1,6,0,1,12636.69,270.57,3.21,5.6,0,0.964,1.52,0,2025,11,6,4,0.0002540222162607455,8.511999999999999,0.021411461387436107,0.20160000000000017,0
0,8,3,2,10613.34,26.11,2.41,5.7,3,0.843,23.5,0,2025,5,16,0,0.0002270727216879889,133.95000000000002,0.0024601115200304524,0.8949000000000001,0
4,2,2,1,10362.04,32.39,2.57,3.0,1,0.841,11.03,1,2024,6,1,2,0.00024802066002447393,33.089999999999996,0.0031258323650555295,0.4770000000000001,0
4,1,2,1,9469.86,94.49,3.95,5.8,0,0.612,7.9,1,2025,4,2,6,0.0004171128189857083,45.82,0.009977972219230273,2.2504,0
4,8,0,4,11414.39,17.2,2.22,4.4,4,0.768,1.68,1,2025,7,5,2,0.00019449133944082867,7.392,0.0015068698371091228,1.0208,0
6,1,0,1,2799.77,371.93,4.31,3.0,4,0.781,0.5,1,2025,5,10,2,0.0015394121659993499,1.5,0.1328430549652293,0.6569999999999999,0
3,4,0,2,13272.63,361.94,1.79,0.7,2,0.85,5.98,1,2024,12,19,4,0.00013486400208549476,4.186,0.027269651907722885,0.10500000000000001,0
0,1,3,4,13141.73,68.89,3.39,2.5,4,0.998,61.01,1,2024,12,6,0,0.0002579569052171975,152.525,0.0052420800001217495,0.0050000000000000044,0
2,7,0,3,924.09,418.2,3.42,2.0,1,0.517,0.5,0,2025,7,19,2,0.003700938220303217,1.0,0.4525533227283057,0.966,0
6,8,2,3,12474.34,78.24,2.03,5.4,2,0.533,75.89,1,2025,7,10,4,0.00016273406047935199,409.80600000000004,0.006272075316209114,2.5218,0
6,8,3,3,2368.61,151.29,2.27,6.0,3,0.539,5.84,1,2025,1,21,5,0.0009583679879760703,35.04,0.0638729043616298,2.766,0
0,3,2,2,5359.22,125.24,3.95,6.1,0,0.871,4.03,1,2025,4,11,0,0.0007370475554278421,24.583,0.023369072365008337,0.7868999999999999,0
